oof_mean_squared_error,experiment_#,experiment_id,hyperparameter_key,cross_experiment_key,algorithm_name
8.80069689630682,63,8d13ac1e-5bbf-40fe-b96b-8f27df90786b,RMR4NDaOIzXr1GXqCOZgOG_N6uvWYJqMllYJb0awsV4=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.800679806112367,73,39e8ff19-131f-4253-8b1a-fcbc6ec38cf3,H3Mn1m4AgMyHGw-Jgkws2nPkTG2DqpG2eOCe1f3tqp4=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.800673137310957,39,3b7be02a-e8a4-4045-a9b9-69bdaae4eb1e,VT8t2SUDhA4s8fOTh8bfxQ0XmKy4wSB8q5jCMviMF9E=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.80067029255921,75,dc350031-f926-4e1c-8b9c-9b771590d2c5,OSEjlAyZnkEQ38Dr71S5sNNAu1RWnoYD8ug_TxtOatU=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.800668963806954,87,44bff7be-e9c7-4751-b9cb-2de9e9a69424,sL2jWWooWgR9o2S-7OHUtlHBb3twOAPtuslCunGF5Cs=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.800666631472414,93,4f5c71ef-02eb-474a-b116-e3f0b9823174,7eKT5aWn3_hOugztPLMFlBVgRGmh8T8tOgSJbPKiEvA=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.800664785652064,64,815963dc-aa4f-48cb-9aba-6a07adac57f7,KQ7vmMI_7awOIk3IuqfE3BfMic1XoJsbUlh7gKxsrdE=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.800663131933707,26,242bdd7c-ac93-4537-9951-cad843a4c6eb,xDaCBYU-n5PWP2uiLZEHIkgz7-mesZWcRqmACq8u7j0=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.800657397158956,52,b1c9c6c4-3088-45b9-a2e8-e30e9f38f7db,o4VymLs32btXQXDCLjJhjfhRvpcy8DkQslszUjcACFY=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.800651726387896,94,d7b582fb-e4a7-4f25-83c1-74c150d82db6,S9XK_u3Bgg4DwgC83FEz05ZoeLJJaMNlbPD97IdEcsA=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.800651030778928,55,9c9597a6-5a23-462b-b0b0-aa16070fbe06,Np2QxTbF3Ld4q_7OMcfWcsygU7caTs7KLh-ocMRfGGA=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.800650619682608,40,d07e0929-4557-4e1c-be26-b01e3749ada0,M4AYqeeIbkSQ-y2rtHRm156mLRiABdWFpWrQHcNyl10=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.800646018048722,50,fcd07dc1-c6f0-4aeb-bc2b-41845fa25106,gW74LNO7d-jAGAmFfNfCbcyxy7X9kC2Kj9yf_iKuY3A=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.800625462091755,59,f478bc86-85d9-4429-90fa-68855ca087b6,ya4ijjTi20c83CPvP5a7-xSiK5YtuEHaHzfdm-dLJ9g=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.800621446189172,88,088cf93a-6781-4e29-8393-f3dd3a903201,N-xfN2UZ8YKT2-lsPYxWvfn4dKRikezJOE1OOuPDMBA=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.800619883726803,86,aea7c9e0-1dbf-478f-aefe-d3e28b00ca68,7NJyx64Jam6PzUIdJ-OBTQMbhEvyDlYqMePL7gNAveU=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.800594884175181,54,24f14652-ddf5-4282-8eed-d6498f835e0b,397EQkV0H6YqdirwTZlVpeHQ8Nz5kOCRM_nqGh_1IGg=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.800570980335301,65,259764c8-95ac-4fb0-8619-64f839ce8592,RV7BNggka4QBXgro-8vyQZoRtnrXw_8ajp9VjTWXkGk=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.7995699264999,46,b349756e-cf5e-47a7-80a3-e26ada14fc0d,PpY33RzcaDcNE85eUYwSEF3CvxYbepcIK1oCB2mletU=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.799568055580895,42,cbf25c36-ad13-4d01-9fce-b3ed44a02a47,GqQvOg8pbqqxJuuPlMiwUu2XcWeGSIQ5PnDguBE3oU0=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.799566496413297,43,b9f9c98a-dca2-49cd-bd50-f0ae9d847097,pIRa8MyKaIyzQjQGnRmPuOxivt9H4_qAaK_4ZTXAs7M=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.798248554373853,49,d668ef07-6213-4fb0-bc06-ed333d643d6f,PBAHasL5bCJKAFgbIeQLHvOiO4Y6VdklcRehPguTp7k=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.798216084820263,81,1d70a955-fca3-4d3e-a9de-d6b259dac2ae,42LsKAqHfhjcidFLx9OxelrtSkJNe26ZbEBpSfdCD_o=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.774725863704916,20,87078585-0f1d-4bbb-ba60-8e27f7c7b81e,6rWttCQQLTVKgBxPzAftGS17hj0-7rs3ut8GU-OG6KA=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.562521834728221,18,e641d320-d17e-46fa-9240-e837ad1ee79a,NlQ7pVUFi1TtLgDYBn3iQ6i0SCFHcZ1CZN1t14YkPsg=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
8.189860817287482,17,05e2e7d9-9aa7-4ea4-8880-d99cf0876784,FdHw90Wp5fY8_unwd6lnaQNS9Fv3G1Iplb7i5z-qAS8=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.281000394269215,36,59a91c5c-5267-4c2b-8107-60f060643166,KsGW9Q1VfWPzcGjm7wNYe-2Dsf8jUViiWBo8aJiTwrw=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.1806169960394156,23,8e66753c-4d15-4664-b0b8-86d6040ee4cb,9QuQEvBBQQsJ--rVOI9OaFwV68bgzwANf0o5ERqiOKI=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.14568385547056492,3,0ba3d935-1d95-4abb-a58e-219aaaf7b16f,XV5GXh_1_8qEvDwgID-pnuaHbaKwGq-5St0Y5TWdeb8=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.14472453304022426,6,6057837a-1a59-458b-8a88-597d5dde28d3,z83fvIwgSfC_nZN2GXsYTk9y3swVAaH9IN-xQ9uHSUk=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.14222118910885764,41,e11f4a89-5f30-40eb-9f9e-77abbfaf0bf3,Nj2UBeDThPyVELw-aseFes21eUkLZmuyaiKZRd6uMhM=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.1370012551106554,10,4e25ffd4-ad56-4ee2-9e94-0a35accbcec1,XBsM6cQE_E-J9YMs_RiuYjl7CvxMyjRpow4AyacVrmg=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.1245129736989171,16,5b03dfd3-ddcb-4bac-b136-88334a9689d9,2Q94VMHxL-awge6-lGlbpO5EsA5gehw_9dsybsS6bO4=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.12305097210137247,7,bce95d06-f8e5-484b-92c1-5dc64efe85c3,sagW-D0bXxYkU93PQaXX_akUpEvRyC8vIZrmqww1hkg=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.12167778062839547,1,72ee3de2-1609-410b-967f-d00067841417,uBuHhs6wmgDCt0cgvVtu61xC7FUBjsweDne0RvrJylc=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.12128820560537565,0,c6bfadb8-f40b-482a-8e09-2ea92b9d3b7a,lIRa42piXxWZtvavdaa_nvpuotid-uneHdeQ56xDz0M=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.11881330710838607,9,ff96afed-e3f9-4dc8-b610-c3b95037c9bf,yBDbo4jiVPBxWXBC6WTYTz9aI6wKGGs_THT2ZfnsOfU=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.11757335675988988,27,9f2ca57e-39ff-4e58-9083-d9c808d226dc,Ce1yhM-s1E1plAGG3tomAE1Q6W3UaYe-YO0SqYSYW78=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.11456959409683964,5,a33de370-702d-42ed-bfff-7ce58104b345,fRzSBzjqrMSVIRTt5b0hpCF5f-GGNnoxeExEE2oh1zA=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.1101390710679743,11,c288021b-226c-4f21-95f7-cbf3c9a2b2de,k6DU5EEzaL8RMWPtnMzEhNccntE4AR-XvVibQ3VGcNY=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.10846862599584643,29,79c3a51e-1d76-4203-9522-01b30c01bc8e,ufPapgBMJRzN0tbV_qlQ6L9I_I135g8TWGM3mg-pV4c=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.10759366956087547,12,2ec8453d-0ff5-4059-b580-9fc59d4ffe08,wlb9ArBBM8zMhFaMEkWmipHLZ-aLYKRFCYhHzRxrdpQ=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.10716663071063398,2,67a3d4c6-a03b-491d-905a-355adacd6315,THRBYPVHHc3nM8Bz9Xu5YeqJy1JNjxnssl-TkHXE64I=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.10594170347665433,32,5675bb90-6ffe-4d5e-b315-bcf6c9c5682b,fD2CY0vco6iRZqVqAoM6aji_zRi1creJGAiTtHANMaU=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.10527619269101446,37,6de74fef-86f4-4286-bc4e-ef25f1f8b436,zmjf6rY15tbokgEB_RbPfWUvYsGZnhLSf1A6kUSaN-Q=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.10503711709176523,13,a34cf06c-28d5-4b24-9b4d-cce5f7c86748,V4DFJxf4_1HRJ32EgYMX02lJqZwYpM1Vy-4Jw8kNQ8w=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.10330725969740907,24,23f6f7e1-29c9-4489-bcfc-78c5723a4dfc,EAs0YsoiRNZPQDMz3o3Nqu9OaDmGYwlmcxXeET9OQCI=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.10323734742253418,31,bf448ae3-7482-479c-be46-17c17d1fee20,NAxA3o54lQFSR6AdmI0ZXAX2CYdd2eaYQIQ38fS1IFA=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.10301535158877104,8,0ea72d19-c5a1-4b9f-a3b2-252f3a62a4b5,81U8iQAKs61Jxg1iqmhUYgVk9egTURt7GYvHmDLVAio=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
0.10287617870132948,4,786acb4d-4297-45a8-a068-607d79874a70,4Xv9QjDiq1mLw8I6VfiQ7xk8Daq_lWyGkdBjnahAz_4=,p8Z-9VmATBVOpSZS7_2Em2-jou21FWBJcb89heDi-Nc=,XGBRegressor
